Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio,TradingWeekStart,Dataset,WeekStartBalance,RiskAmountYen,RMultiple,YenPnL,Equity,PeakEquity,DrawdownYen,DrawdownPct
8_AJ_Core1,AJ,Long,2022-11-21 08:01:00,2022-11-21 22:46:00,8.1,TimeExit,8,1,70,110,0.01,1.5,0.015,58609.90000000001,58660.4,50.49999999999272,49.5,36.1,36.1,20.571,2022-11-21,CrossJPY_16,19.679,Rejected,1.045327506478988,2022-11-21 06:00:00,Rejected_H1_ATR_P70,1106723569.2687407,22134471.385374814,0.11571428571428571,2561274.546021943,1109284843.8147633,1173391075.0199883,64106231.20522499,5.463330390861628
2_EJ_NightBlitz_20,EJ,Long,2022-11-21 20:56:00,2022-11-22 04:45:00,44.4,TimeExit,20,56,45,70,0.01,1.0,0.01,58803.100000000006,58803.100000000006,0.0,48.6,89.0,89.0,25.171,2022-11-21,CrossJPY_16,23.232,Rejected,1.0834624655647382,2022-11-21 06:00:00,Rejected_H1_ATR_P70,1106723569.2687407,22134471.385374814,0.9866666666666666,21839345.100236483,1131124188.9149997,1173391075.0199883,42266886.104988575,3.6021141633677907
1_EJ_Log1,EJ,Long,2022-11-21 13:55:00,2022-11-22 04:55:00,110.0,TimeExit,13,55,70,250,0.01,1.0,0.01,58913.100000000006,58913.100000000006,0.0,48.6,61.1,61.1,23.907,2022-11-21,CrossJPY_16,23.232,Rejected,1.0290547520661157,2022-11-21 06:00:00,Rejected_H1_ATR_P70,1106723569.2687407,22134471.385374814,1.5714285714285714,34782740.74844614,1165906929.663446,1173391075.0199883,7484145.356542349,0.6378219091546149
3_EJ_NightBlitz_21,EJ,Long,2022-11-21 21:56:00,2022-11-22 05:27:00,9.2,TimeExit,21,56,75,70,0.01,1.0,0.01,58895.3,58913.100000000006,17.80000000000291,48.6,113.6,113.6,25.586,2022-11-21,CrossJPY_16,23.232,Rejected,1.1013257575757576,2022-11-21 06:00:00,Rejected_H1_ATR_P70,1106723569.2687407,22134471.385374814,0.12266666666666666,2715161.8232726436,1168622091.4867187,1173391075.0199883,4768983.533269644,0.40642745924996965
4_GJ_Port_Log1,GJ,Long,2022-11-22 00:00:00,2022-11-22 08:55:00,78.4,TimeExit,0,0,130,90,0.01,2.0,0.02,58973.7,58973.7,0.0,157.1,157.1,,31.886,2022-11-22,CrossJPY_16,31.189,Rejected,1.0223476225592356,2022-11-21 06:00:00,Rejected_H1_ATR_P70,1106723569.2687407,22134471.385374814,0.6030769230769231,13348788.897026042,1181970880.3837447,1181970880.3837447,0.0,0.0
12_UJ_Short_Core,UJ,Short,2022-11-24 08:04:00,2022-11-24 14:56:00,67.9,TimeExit,8,4,50,999,0.01,0.5,0.005,58893.9,59058.8,164.89999999999418,173.4,244.8,120.3,37.536,2022-11-24,CrossJPY_16,19.629,Rejected,1.9122726578022313,2022-11-21 06:00:00,Rejected_H1_ATR_P70,1106723569.2687407,22134471.385374814,1.358,30058612.141339,1212029492.5250838,1212029492.5250838,0.0,0.0
5_GJ_Port_Log2,GJ,Short,2022-11-24 09:55:00,2022-11-24 23:55:00,28.2,TimeExit,9,55,90,999,0.01,2.0,0.02,58922.1,59058.8,136.6999999999971,136.2,123.9,94.7,35.55,2022-11-24,CrossJPY_16,31.189,Rejected,1.1398249382795216,2022-11-21 06:00:00,Rejected_H1_ATR_P70,1106723569.2687407,22134471.385374814,0.31333333333333335,6935467.700750776,1218964960.2258346,1218964960.2258346,0.0,0.0
12_UJ_Short_Core,UJ,Short,2022-11-25 09:55:00,2022-11-25 13:05:00,50.0,TP,9,55,20,50,0.01,0.5,0.005,59015.4,59058.8,43.39999999999418,231.8,120.0,92.9,23.186,2022-11-25,CrossJPY_16,19.629,Rejected,1.1812114728208263,2022-11-21 06:00:00,Rejected_H1_ATR_P70,1106723569.2687407,22134471.385374814,2.5,55336178.463437036,1274301138.6892717,1274301138.6892717,0.0,0.0
5_GJ_Port_Log2,GJ,Short,2022-11-25 09:55:00,2022-11-25 23:55:00,-4.8,TimeExit,9,55,90,999,0.01,2.0,0.02,59050.3,59058.8,8.5,169.0,106.2,66.1,32.586,2022-11-25,CrossJPY_16,31.189,Rejected,1.0447914328769758,2022-11-21 06:00:00,Rejected_H1_ATR_P70,1106723569.2687407,22134471.385374814,-0.05333333333333333,-1180505.1405533233,1273120633.5487185,1274301138.6892717,1180505.140553236,0.09263941659563193
12_UJ_Short_Core,UJ,Short,2022-11-28 08:04:00,2022-11-28 14:56:00,85.2,TimeExit,8,4,50,999,0.01,0.5,0.005,59010.4,59058.8,48.400000000001455,38.7,20.2,20.2,26.471,2022-11-28,CrossJPY_16,19.629,Rejected,1.348565897396709,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,1.704,43387951.1913403,1316508584.7400587,1316508584.7400587,0.0,0.0
6_GJ_Old_Mon,GJ,Long,2022-11-28 15:45:00,2022-11-28 16:12:00,-50.0,SL,15,45,50,210,0.01,2.0,0.02,58960.4,59058.8,98.40000000000146,66.8,165.3,165.3,36.807,2022-11-28,CrossJPY_16,31.189,Rejected,1.1801276090929496,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,-1.0,-25462412.67097435,1291046172.0690844,1316508584.7400587,25462412.670974255,1.9340863376141024
7_GJ_Mon_Blitz,GJ,Long,2022-11-28 18:02:00,2022-11-28 23:02:00,62.9,TimeExit,18,2,130,250,0.01,2.0,0.02,59023.3,59058.8,35.5,66.8,192.7,192.7,41.971,2022-11-28,CrossJPY_16,31.189,Rejected,1.3456988040655358,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,0.4838461538461538,12319890.438494513,1303366062.5075788,1316508584.7400587,13142522.23247981,0.998286101953127
2_EJ_NightBlitz_20,EJ,Long,2022-11-28 20:56:00,2022-11-29 00:53:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,58978.3,59058.8,80.5,49.4,178.4,178.4,41.514,2022-11-28,CrossJPY_16,23.232,Rejected,1.7869318181818183,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,-1.0,-25462412.67097435,1277903649.8366046,1316508584.7400587,38604934.903454065,2.9323724395672297
3_EJ_NightBlitz_21,EJ,Long,2022-11-28 21:56:00,2022-11-29 01:20:00,-75.0,SL,21,56,75,70,0.01,1.0,0.01,58903.3,59058.8,155.5,49.4,182.3,182.3,41.543,2022-11-28,CrossJPY_16,23.232,Rejected,1.7881800964187329,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,-1.0,-25462412.67097435,1252441237.1656303,1316508584.7400587,64067347.57442832,4.866458777181332
1_EJ_Log1,EJ,Long,2022-11-28 13:55:00,2022-11-29 04:55:00,12.7,TimeExit,13,55,70,250,0.01,1.0,0.01,58915.99999999999,59058.8,142.8000000000029,49.4,145.6,145.6,34.179,2022-11-28,CrossJPY_16,23.232,Rejected,1.4712035123966944,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,0.1814285714285714,4619609.156019632,1257060846.32165,1316508584.7400587,59447738.41840863,4.515560255928483
21_GA_B_3,GA,Long,2022-11-28 21:02:00,2022-11-29 10:00:00,-24.5,TimeExit,21,2,220,100,0.0001,2.0,0.0002,58891.49999999999,59058.8,167.3000000000029,44.8,147.5,147.5,34.807,2022-11-28,GA,33.129,Rejected,1.0506504874883034,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,-0.11136363636363636,-2835586.8656312344,1254225259.4560187,1316508584.7400587,62283325.284039974,4.730947143526425
12_UJ_Short_Core,UJ,Short,2022-11-29 08:04:00,2022-11-29 14:56:00,39.4,TimeExit,8,4,50,999,0.01,0.5,0.005,58970.9,59058.8,87.90000000000146,192.7,192.7,56.3,28.886,2022-11-29,CrossJPY_16,19.629,Rejected,1.4715981456008964,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,0.7879999999999999,20064381.184727788,1274289640.6407466,1316508584.7400587,42218944.09931207,3.2068871094864977
5_GJ_Port_Log2,GJ,Short,2022-11-29 09:55:00,2022-11-29 23:55:00,28.5,TimeExit,9,55,90,999,0.01,2.0,0.02,58999.4,59058.8,59.400000000001455,192.7,206.2,145.7,36.086,2022-11-29,CrossJPY_16,31.189,Rejected,1.157010484465677,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,0.31666666666666665,8063097.345808544,1282352737.986555,1316508584.7400587,34155846.75350356,2.5944264359086993
25_AU_China_Demand,AU,Long,2022-11-30 10:00:00,2022-11-30 15:50:00,0.8,TimeExit,10,0,40,40,0.0001,1.5,0.00015,59000.2,59058.8,58.59999999999855,108.6,108.6,63.1,17.493,2022-11-30,China_Demand,15.267,Rejected,1.1458046767537826,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,0.02,509248.25341948704,1282861986.2399745,1316508584.7400587,33646598.50008416,2.5557447091564236
13_UJ_Fix_MidWeek,UJ,Long,2022-11-30 18:04:00,2022-11-30 22:03:00,36.4,TimeExit,18,4,95,95,0.01,0.5,0.005,59036.6,59058.8,22.19999999999709,148.9,108.2,73.6,25.657,2022-11-30,CrossJPY_16,19.629,Rejected,1.3070966427225024,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,0.3831578947368421,9756124.433931224,1292618110.6739056,1316508584.7400587,23890474.06615305,1.8146842597969206
3_EJ_NightBlitz_21,EJ,Long,2022-11-30 21:56:00,2022-11-30 23:17:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,59176.6,59176.6,0.0,161.9,110.0,110.0,23.421,2022-11-30,CrossJPY_16,23.232,Rejected,1.0081353305785123,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,0.9333333333333333,23764918.492909394,1316383029.166815,1316508584.7400587,125555.57324361801,0.009537011357081933
5_GJ_Port_Log2,GJ,Short,2022-12-01 09:55:00,2022-12-01 23:10:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,59178.1,59268.1,90.0,193.0,196.5,173.4,49.236,2022-12-01,CrossJPY_16,31.189,Rejected,1.5786334925775112,2022-11-28 06:00:00,Rejected_H1_ATR_P70,1273120633.5487175,25462412.67097435,-1.0,-25462412.67097435,1290920616.4958408,1316508584.7400587,25587968.244217873,1.9436233489711845
20_EA_1A_MonTue_Short,EA,Short,2022-12-05 10:01:00,2022-12-05 16:00:00,-16.2,TimeExit,10,1,50,125,0.0001,1.5,0.00015,59274.8,59291.0,16.19999999999709,74.0,63.9,63.9,30.971,2022-12-05,EA_Rev4,27.414,Rejected,1.1297512220033559,2022-12-05 06:00:00,Rejected_H1_ATR_P70,1290920616.4958398,25818412.329916798,-0.324,-8365165.594893043,1282555450.9009478,1316508584.7400587,33953133.83911085,2.579028669669846
8_AJ_Core1,AJ,Long,2022-12-05 08:01:00,2022-12-05 22:46:00,84.1,TimeExit,8,1,70,110,0.01,1.5,0.015,59358.9,59358.9,0.0,65.5,33.7,33.7,21.55,2022-12-05,CrossJPY_16,19.679,Rejected,1.0950759693073837,2022-12-05 06:00:00,Rejected_H1_ATR_P70,1290920616.4958398,25818412.329916798,1.2014285714285713,31018978.242085747,1313574429.1430335,1316508584.7400587,2934155.597025156,0.2228740192837024
6_GJ_Old_Mon,GJ,Long,2022-12-05 15:45:00,2022-12-05 22:50:00,29.6,TimeExit,15,45,50,210,0.01,2.0,0.02,59388.5,59388.5,0.0,111.6,126.2,126.2,35.257,2022-12-05,CrossJPY_16,31.189,Rejected,1.1304306005322389,2022-12-05 06:00:00,Rejected_H1_ATR_P70,1290920616.4958398,25818412.329916798,0.5920000000000001,15284500.099310746,1328858929.2423441,1328858929.2423441,0.0,0.0
7_GJ_Mon_Blitz,GJ,Long,2022-12-05 18:02:00,2022-12-05 23:02:00,19.0,TimeExit,18,2,130,250,0.01,2.0,0.02,59407.5,59407.5,0.0,111.6,149.5,149.5,34.643,2022-12-05,CrossJPY_16,31.189,Rejected,1.110744172624964,2022-12-05 06:00:00,Rejected_H1_ATR_P70,1290920616.4958398,25818412.329916798,0.14615384615384616,3773460.2636032244,1332632389.5059474,1332632389.5059474,0.0,0.0
