Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio,TradingWeekStart,Dataset,WeekStartBalance,RiskAmountYen,RMultiple,YenPnL,Equity,PeakEquity,DrawdownYen,DrawdownPct
8_AJ_Core1,AJ,Long,2022-02-14 08:01:00,2022-02-14 17:46:00,-70.0,SL,8,1,70,110,0.01,1.5,0.015,50304.90000000005,50549.30000000005,244.40000000000143,127.8,17.5,17.5,26.1,2022-02-14,CrossJPY_16,19.679,Rejected,1.3262869048223997,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,-1.0,-3529303.713124449,170373019.2300843,186207480.58716628,15834461.35708198,8.503665538651466
7_GJ_Mon_Blitz,GJ,Long,2022-02-14 18:02:00,2022-02-14 23:02:00,84.7,TimeExit,18,2,130,250,0.01,2.0,0.02,50389.60000000005,50549.30000000005,159.70000000000437,185.8,155.8,155.8,38.093,2022-02-14,CrossJPY_16,31.189,Rejected,1.2213600949052552,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,0.6515384615384615,2299477.111551083,172672496.34163538,186207480.58716628,13534984.245530903,7.268765037178509
2_EJ_NightBlitz_20,EJ,Long,2022-02-14 20:56:00,2022-02-15 04:45:00,21.5,TimeExit,20,56,45,70,0.01,1.0,0.01,50411.10000000005,50549.30000000005,138.20000000000437,184.6,134.1,134.1,32.064,2022-02-14,CrossJPY_16,23.232,Rejected,1.3801652892561984,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,0.4777777777777778,1686222.885159459,174358719.22679484,186207480.58716628,11848761.36037144,6.363203735429347
18_EA_2_MonWed_Short,EA,Short,2022-02-14 09:59:00,2022-02-15 05:26:00,56.6,TimeExit,9,59,90,180,0.0001,1.5,0.00015,50467.70000000005,50549.30000000005,81.60000000000582,52.2,40.9,40.9,30.621,2022-02-14,EA_Rev4,27.414,Rejected,1.1169840227620922,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,0.6288888888888889,2219539.890698265,176578259.1174931,186207480.58716628,9629221.469673187,5.1712323475455735
3_EJ_NightBlitz_21,EJ,Long,2022-02-14 21:56:00,2022-02-15 05:27:00,-14.2,TimeExit,21,56,75,70,0.01,1.0,0.01,50453.50000000005,50549.30000000005,95.80000000000292,184.6,134.1,134.1,31.386,2022-02-14,CrossJPY_16,23.232,Rejected,1.3509814049586777,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,-0.18933333333333333,-668214.8363515623,175910044.28114152,186207480.58716628,10297436.30602476,5.53008733782013
4_GJ_Port_Log1,GJ,Long,2022-02-15 00:00:00,2022-02-15 08:55:00,-3.4,TimeExit,0,0,130,90,0.01,2.0,0.02,50450.10000000005,50549.30000000005,99.20000000000437,155.8,155.8,,36.307,2022-02-15,CrossJPY_16,31.189,Rejected,1.1640963160088493,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,-0.026153846153846153,-92304.8663432548,175817739.41479826,186207480.58716628,10389741.17236802,5.579658314266509
25_AU_China_Demand,AU,Long,2022-02-15 10:00:00,2022-02-15 15:50:00,-22.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50267.20000000005,50549.30000000005,282.1000000000058,63.9,56.1,33.1,16.593,2022-02-15,China_Demand,15.267,Rejected,1.0868539988209864,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,-0.55,-1941117.042218447,173876622.3725798,186207480.58716628,12330858.214586467,6.622106789535892
5_GJ_Port_Log2,GJ,Short,2022-02-15 09:55:00,2022-02-15 23:55:00,-19.3,TimeExit,9,55,90,999,0.01,2.0,0.02,50211.70000000005,50549.30000000005,337.6000000000058,155.8,141.0,55.0,31.35,2022-02-15,CrossJPY_16,31.189,Rejected,1.0051620763730802,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,-0.21444444444444447,-756839.5740366875,173119782.79854313,186207480.58716628,13087697.788623154,7.0285563970651665
9_AJ_Core2,AJ,Short,2022-02-17 17:14:00,2022-02-18 01:14:00,29.5,TimeExit,17,14,30,80,0.01,1.5,0.015,50271.80000000005,50549.30000000005,277.5,75.7,100.8,100.8,27.386,2022-02-17,CrossJPY_16,19.679,Rejected,1.391635753849281,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,0.9833333333333333,3470481.9845723747,176590264.7831155,186207480.58716628,9617215.804050773,5.164784880674449
22_GA_C_2,GA,Long,2022-02-17 16:56:00,2022-02-18 01:15:00,39.6,TimeExit,16,56,70,80,0.0001,2.0,0.0002,50311.40000000005,50549.30000000005,237.90000000000143,80.0,128.5,128.5,36.45,2022-02-17,GA,33.129,Rejected,1.1002444987775062,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,0.5657142857142857,1996577.529138974,178586842.3122545,186207480.58716628,7620638.274911791,4.092552163254508
19_EA_3_WedThu_Long,EA,Long,2022-02-17 20:56:00,2022-02-18 10:00:00,41.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,50352.40000000005,50549.30000000005,196.90000000000143,76.5,98.7,94.3,28.914,2022-02-17,EA_Rev4,27.414,Rejected,1.054716568176844,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,0.45555555555555555,1607793.9137566932,180194636.2260112,186207480.58716628,6012844.361155093,3.229109991819259
22_GA_C_2,GA,Long,2022-02-24 16:56:00,2022-02-24 20:20:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,50361.30000000005,50549.30000000005,188.00000000000728,186.6,162.8,147.5,34.093,2022-02-24,GA,33.129,Rejected,1.0290983730266536,2022-02-21 06:00:00,Rejected_H1_ATR_P70,180194636.226011,3603892.7245202204,-1.0,-3603892.7245202204,176590743.50149098,186207480.58716628,9616737.0856753,5.164527791982864
9_AJ_Core2,AJ,Short,2022-02-24 17:14:00,2022-02-25 01:14:00,1.4,TimeExit,17,14,30,80,0.01,1.5,0.015,50549.10000000005,50549.30000000005,0.2000000000043655,103.3,174.3,156.6,27.857,2022-02-24,CrossJPY_16,19.679,Rejected,1.415569896844352,2022-02-21 06:00:00,Rejected_H1_ATR_P70,180194636.226011,3603892.7245202204,0.04666666666666666,168181.66047761028,176758925.1619686,186207480.58716628,9448555.42519769,5.074208294641896
10_AJ_SatA,AJ,Short,2022-02-25 10:58:00,2022-02-25 13:51:00,-9.1,TimeExit,10,58,50,25,0.01,1.5,0.015,50540.00000000005,50549.30000000005,9.30000000000291,156.6,103.4,99.8,27.3,2022-02-25,CrossJPY_16,19.679,Rejected,1.3872656130900962,2022-02-21 06:00:00,Rejected_H1_ATR_P70,180194636.226011,3603892.7245202204,-0.182,-655908.4758626801,176103016.6861059,186207480.58716628,10104463.901060373,5.426454334271675
25_AU_China_Demand,AU,Long,2022-02-25 10:00:00,2022-02-25 13:58:00,40.0,TP,10,0,40,40,0.0001,1.5,0.00015,50580.00000000005,50580.00000000005,0.0,125.3,122.0,84.5,23.121,2022-02-25,China_Demand,15.267,Rejected,1.514442916093535,2022-02-21 06:00:00,Rejected_H1_ATR_P70,180194636.226011,3603892.7245202204,1.0,3603892.7245202204,179706909.4106261,186207480.58716628,6500571.176540166,3.4910365341080696
12_UJ_Short_Core,UJ,Short,2022-02-25 09:55:00,2022-02-25 14:56:00,35.8,TimeExit,9,55,20,50,0.01,0.5,0.005,50615.80000000005,50615.80000000005,0.0,77.8,129.0,53.1,21.071,2022-02-25,CrossJPY_16,19.629,Rejected,1.0734627337103266,2022-02-21 06:00:00,Rejected_H1_ATR_P70,180194636.226011,3603892.7245202204,1.7899999999999998,6450967.976891194,186157877.3875173,186207480.58716628,49603.199648976326,0.02663867181520475
23_GA_F_2,GA,Short,2022-02-25 19:42:00,2022-02-25 22:45:00,44.4,TimeExit,19,42,90,200,0.0001,2.0,0.0002,50660.200000000055,50660.200000000055,0.0,183.1,170.7,170.7,35.886,2022-02-25,GA,33.129,Rejected,1.0832201394548584,2022-02-21 06:00:00,Rejected_H1_ATR_P70,180194636.226011,3603892.7245202204,0.4933333333333333,1777920.4107633086,187935797.79828063,187935797.79828063,0.0,0.0
5_GJ_Port_Log2,GJ,Short,2022-02-25 09:55:00,2022-02-25 23:55:00,-7.6,TimeExit,9,55,90,999,0.01,2.0,0.02,50652.60000000006,50660.200000000055,7.599999999998545,294.8,252.4,156.8,37.786,2022-02-25,CrossJPY_16,31.189,Rejected,1.2115168809516177,2022-02-21 06:00:00,Rejected_H1_ATR_P70,180194636.226011,3603892.7245202204,-0.08444444444444445,-304328.7189594853,187631469.07932115,187935797.79828063,304328.7189594805,0.1619322782166968
11_AJ_SatB,AJ,Short,2022-02-25 18:57:00,2022-02-26 01:15:00,-55.0,SL,18,57,55,95,0.01,1.5,0.015,50597.60000000006,50660.200000000055,62.59999999999855,156.6,113.3,113.3,22.964,2022-02-25,CrossJPY_16,19.679,Rejected,1.1669292138828193,2022-02-21 06:00:00,Rejected_H1_ATR_P70,180194636.226011,3603892.7245202204,-1.0,-3603892.7245202204,184027576.35480094,187935797.79828063,3908221.443479687,2.079551362361813
24_GA_D_1,GA,Long,2022-02-25 22:44:00,2022-02-26 03:08:00,21.5,TimeExit,22,44,90,200,0.0001,2.0,0.0002,50619.10000000006,50660.200000000055,41.09999999999855,183.1,210.9,210.9,34.307,2022-02-25,GA,33.129,Rejected,1.0355579703582964,2022-02-21 06:00:00,Rejected_H1_ATR_P70,180194636.226011,3603892.7245202204,0.2388888888888889,860929.928635386,184888506.28343633,187935797.79828063,3047291.5148442984,1.6214534700382544
25_AU_China_Demand,AU,Long,2022-02-28 10:00:00,2022-02-28 15:50:00,6.1,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50625.200000000055,50660.200000000055,35.0,28.8,22.2,22.2,19.979,2022-02-28,China_Demand,15.267,Rejected,1.3086395493548175,2022-02-28 06:00:00,Rejected_H1_ATR_P70,184888506.28343612,3697770.1256687227,0.1525,563909.9441644802,185452416.2276008,187935797.79828063,2483381.5706798136,1.321398903121869
8_AJ_Core1,AJ,Long,2022-02-28 08:01:00,2022-02-28 22:46:00,55.4,TimeExit,8,1,70,110,0.01,1.5,0.015,50680.60000000006,50680.60000000006,0.0,30.6,63.2,63.2,23.443,2022-02-28,CrossJPY_16,19.679,Rejected,1.191269881599675,2022-02-28 06:00:00,Rejected_H1_ATR_P70,184888506.28343612,3697770.1256687227,0.7914285714285714,2926520.928029246,188378937.15563005,188378937.15563005,0.0,0.0
7_GJ_Mon_Blitz,GJ,Long,2022-02-28 18:02:00,2022-02-28 23:02:00,20.7,TimeExit,18,2,130,250,0.01,2.0,0.02,50701.30000000005,50701.30000000005,0.0,65.6,121.6,121.6,33.964,2022-02-28,CrossJPY_16,31.189,Rejected,1.088973676616756,2022-02-28 06:00:00,Rejected_H1_ATR_P70,184888506.28343612,3697770.1256687227,0.15923076923076923,588798.7815487889,188967735.93717885,188967735.93717885,0.0,0.0
2_EJ_NightBlitz_20,EJ,Long,2022-02-28 20:56:00,2022-03-01 02:37:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,50656.30000000005,50701.30000000005,45.0,52.0,160.3,160.3,43.5,2022-02-28,CrossJPY_16,23.232,Rejected,1.8724173553719008,2022-02-28 06:00:00,Rejected_H1_ATR_P70,184888506.28343612,3697770.1256687227,-1.0,-3697770.1256687227,185269965.81151012,188967735.93717885,3697770.1256687343,1.9568261784636265
3_EJ_NightBlitz_21,EJ,Long,2022-02-28 21:56:00,2022-03-01 05:27:00,-53.4,TimeExit,21,56,75,70,0.01,1.0,0.01,50602.90000000005,50701.30000000005,98.40000000000146,52.0,160.3,160.3,45.907,2022-02-28,CrossJPY_16,23.232,Rejected,1.9760244490358125,2022-02-28 06:00:00,Rejected_H1_ATR_P70,184888506.28343612,3697770.1256687227,-0.712,-2632812.32947613,182637153.482034,188967735.93717885,6330582.455144852,3.3500864175297176
21_GA_B_3,GA,Long,2022-02-28 21:02:00,2022-03-01 10:00:00,-69.7,TimeExit,21,2,220,100,0.0001,2.0,0.0002,50533.200000000055,50701.30000000005,168.09999999999854,55.2,116.1,116.1,33.929,2022-02-28,GA,33.129,Rejected,1.0241480274080113,2022-02-28 06:00:00,Rejected_H1_ATR_P70,184888506.28343612,3697770.1256687227,-0.31681818181818183,-1171520.8079959545,181465632.67403805,188967735.93717885,7502103.263140798,3.9700445295247784
1_EJ_Log1,EJ,Long,2022-03-02 13:55:00,2022-03-03 04:55:00,61.6,TimeExit,13,55,70,250,0.01,1.0,0.01,50779.30000000005,50779.30000000005,0.0,171.9,180.9,79.3,24.871,2022-03-02,CrossJPY_16,23.232,Rejected,1.0705492424242424,2022-02-28 06:00:00,Rejected_H1_ATR_P70,184888506.28343612,3697770.1256687227,0.88,3254037.710588476,184719670.38462654,188967735.93717885,4248065.552552313,2.2480374924767874
3_EJ_NightBlitz_21,EJ,Long,2022-03-02 21:56:00,2022-03-03 05:27:00,45.4,TimeExit,21,56,75,70,0.01,1.0,0.01,50897.90000000005,50897.90000000005,0.0,171.9,107.6,89.7,23.336,2022-03-02,CrossJPY_16,23.232,Rejected,1.0044765840220384,2022-02-28 06:00:00,Rejected_H1_ATR_P70,184888506.28343612,3697770.1256687227,0.6053333333333333,2238383.5160714667,186958053.900698,188967735.93717885,2009682.036480844,1.0635053791134748
20_EA_1A_MonTue_Short,EA,Short,2022-03-07 10:01:00,2022-03-07 10:50:00,125.0,TP,10,1,50,125,0.0001,1.5,0.00015,50825.20000000005,50897.90000000005,72.70000000000437,73.9,137.5,137.5,39.3,2022-03-07,EA_Rev4,27.414,Rejected,1.4335740862333113,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,2.5,9347902.69503489,196305956.5957329,196305956.5957329,0.0,0.0
6_GJ_Old_Mon,GJ,Long,2022-03-07 15:45:00,2022-03-07 17:43:00,-50.0,SL,15,45,50,210,0.01,2.0,0.02,50775.20000000005,50897.90000000005,122.70000000000437,89.5,66.0,66.0,32.379,2022-03-07,CrossJPY_16,31.189,Rejected,1.0381544775401583,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-1.0,-3739161.0780139556,192566795.51771894,196305956.5957329,3739161.0780139565,1.904761904761903
2_EJ_NightBlitz_20,EJ,Long,2022-03-07 20:56:00,2022-03-07 21:33:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,50845.20000000005,50897.90000000005,52.700000000004366,63.1,122.0,122.0,36.0,2022-03-07,CrossJPY_16,23.232,Rejected,1.5495867768595042,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,1.5555555555555556,5816472.788021709,198383268.30574065,198383268.30574065,0.0,0.0
21_GA_B_3,GA,Long,2022-03-07 21:02:00,2022-03-07 21:36:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,50945.20000000005,50945.20000000005,0.0,88.9,243.5,243.5,49.657,2022-03-07,GA,33.129,Rejected,1.4988982462495095,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,0.45454545454545453,1699618.671824525,200082886.97756517,200082886.97756517,0.0,0.0
18_EA_2_MonWed_Short,EA,Short,2022-03-07 09:59:00,2022-03-07 21:37:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,50855.20000000005,50945.20000000005,90.0,73.9,135.5,135.5,40.057,2022-03-07,EA_Rev4,27.414,Rejected,1.4611877143065586,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-1.0,-3739161.0780139556,196343725.8995512,200082886.97756517,3739161.0780139565,1.8688060405851799
8_AJ_Core1,AJ,Long,2022-03-07 08:01:00,2022-03-07 22:46:00,35.8,TimeExit,8,1,70,110,0.01,1.5,0.015,50891.00000000005,50945.20000000005,54.19999999999709,47.5,13.3,13.3,21.779,2022-03-07,CrossJPY_16,19.679,Rejected,1.106712739468469,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,0.5114285714285713,1912313.8084699942,198256039.7080212,200082886.97756517,1826847.2695439756,0.9130452369716235
7_GJ_Mon_Blitz,GJ,Long,2022-03-07 18:02:00,2022-03-07 23:02:00,44.6,TimeExit,18,2,130,250,0.01,2.0,0.02,50935.60000000005,50945.20000000005,9.599999999998545,89.5,99.1,99.1,34.571,2022-03-07,CrossJPY_16,31.189,Rejected,1.1084356664208534,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,0.3430769230769231,1282819.8775340188,199538859.58555523,200082886.97756517,544027.3920099437,0.2719010107400861
1_EJ_Log1,EJ,Long,2022-03-07 13:55:00,2022-03-08 04:55:00,24.2,TimeExit,13,55,70,250,0.01,1.0,0.01,50959.80000000005,50959.80000000005,0.0,63.1,121.2,121.2,37.186,2022-03-07,CrossJPY_16,23.232,Rejected,1.6006370523415978,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,0.3457142857142857,1292681.4012562532,200831540.9868115,200831540.9868115,0.0,0.0
3_EJ_NightBlitz_21,EJ,Long,2022-03-07 21:56:00,2022-03-08 05:27:00,-30.8,TimeExit,21,56,75,70,0.01,1.0,0.01,50929.00000000005,50959.80000000005,30.80000000000291,63.1,146.0,146.0,38.086,2022-03-07,CrossJPY_16,23.232,Rejected,1.6393767217630855,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-0.4106666666666667,-1535548.8160377312,199295992.17077374,200831540.9868115,1535548.8160377443,0.7645954457614718
4_GJ_Port_Log1,GJ,Long,2022-03-08 00:00:00,2022-03-08 08:55:00,-47.9,TimeExit,0,0,130,90,0.01,2.0,0.02,50881.10000000004,50959.80000000005,78.70000000000437,105.2,105.2,,38.243,2022-03-08,CrossJPY_16,31.189,Rejected,1.2261694828304852,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-0.36846153846153845,-1377737.0433605267,197918255.1274132,200831540.9868115,2913285.8593982756,1.4506117142175339
20_EA_1A_MonTue_Short,EA,Short,2022-03-08 10:01:00,2022-03-08 11:53:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,50831.10000000004,50959.80000000005,128.70000000000437,283.3,323.9,107.5,51.15,2022-03-08,EA_Rev4,27.414,Rejected,1.8658349748303784,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-1.0,-3739161.0780139556,194179094.04939926,200831540.9868115,6652446.937412232,3.312451273701622
18_EA_2_MonWed_Short,EA,Short,2022-03-08 09:59:00,2022-03-08 14:09:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,50741.10000000004,50959.80000000005,218.7000000000044,283.3,323.9,107.5,53.493,2022-03-08,EA_Rev4,27.414,Rejected,1.9513022543226088,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-1.0,-3739161.0780139556,190439932.9713853,200831540.9868115,10391608.015426189,5.17429083318571
5_GJ_Port_Log2,GJ,Short,2022-03-08 09:55:00,2022-03-08 23:55:00,-38.8,TimeExit,9,55,90,999,0.01,2.0,0.02,50702.30000000004,50959.80000000005,257.5000000000073,105.2,123.1,80.1,34.314,2022-03-08,CrossJPY_16,31.189,Rejected,1.100195581775626,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-0.43111111111111106,-1611993.8869660161,188827939.08441928,200831540.9868115,12003601.902392209,5.976950554385518
27_EA_China_Demand,EA,Short,2022-03-09 10:00:00,2022-03-09 15:50:00,4.7,TimeExit,10,0,60,60,0.0001,1.5,0.00015,50696.20000000003,50959.80000000005,263.6000000000131,218.0,259.5,134.0,41.793,2022-03-09,China_Demand,27.414,Rejected,1.524513022543226,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,0.07833333333333334,292900.9511110932,189120840.0355304,200831540.9868115,11710700.9512811,5.831106455559257
25_AU_China_Demand,AU,Long,2022-03-09 10:00:00,2022-03-09 15:50:00,2.1,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50698.30000000003,50959.80000000005,261.5000000000145,91.6,103.0,50.2,17.736,2022-03-09,China_Demand,15.267,Rejected,1.1617213597956377,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,0.052500000000000005,196305.95659573268,189317145.9921261,200831540.9868115,11514394.994685382,5.7333598786863496
26_AJ_China_Demand,AJ,Long,2022-03-09 10:00:00,2022-03-09 15:50:00,-1.0,TimeExit,10,0,45,80,0.01,1.5,0.015,50697.30000000003,50959.80000000005,262.5000000000145,95.2,102.7,53.0,21.021,2022-03-09,China_Demand,19.679,Rejected,1.068194522079374,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-0.022222222222222223,-83092.46840031013,189234053.5237258,200831540.9868115,11597487.463085681,5.774734091119324
17_EA_1B_Wed_Short,EA,Short,2022-03-09 09:59:00,2022-03-09 20:58:00,9.4,TimeExit,9,59,70,175,0.0001,1.5,0.00015,50703.90000000003,50959.80000000005,255.900000000016,218.0,259.5,134.0,43.843,2022-03-09,EA_Rev4,27.414,Rejected,1.5992923323849129,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,0.13428571428571429,502115.9161904455,189736169.43991625,200831540.9868115,11095371.546895236,5.524715635988604
3_EJ_NightBlitz_21,EJ,Long,2022-03-09 21:56:00,2022-03-09 23:08:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,50773.90000000003,50959.80000000005,185.900000000016,135.7,179.8,179.8,23.386,2022-03-09,CrossJPY_16,23.232,Rejected,1.0066287878787878,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,0.9333333333333333,3489883.6728130253,193226053.11272928,200831540.9868115,7605487.874082208,3.786998713803454
18_EA_2_MonWed_Short,EA,Short,2022-03-09 09:59:00,2022-03-09 23:20:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,50753.90000000003,50959.80000000005,205.900000000016,218.0,259.5,134.0,43.843,2022-03-09,EA_Rev4,27.414,Rejected,1.5992923323849129,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-1.0,-3739161.0780139556,189486892.03471532,200831540.9868115,11344648.952096164,5.6488382732875415
19_EA_3_WedThu_Long,EA,Long,2022-03-09 20:56:00,2022-03-10 10:00:00,157.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,50929.40000000003,50959.80000000005,30.400000000016007,218.0,134.0,134.0,27.579,2022-03-09,EA_Rev4,27.414,Rejected,1.0060188224994528,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,1.7444444444444445,6522758.769424344,196009650.80413967,200831540.9868115,4821890.182671815,2.4009625972986317
27_EA_China_Demand,EA,Short,2022-03-11 10:00:00,2022-03-11 15:50:00,-1.4,TimeExit,10,0,60,60,0.0001,1.5,0.00015,51056.00000000003,51057.40000000003,1.4000000000014552,175.1,240.8,91.0,42.529,2022-03-11,China_Demand,27.414,Rejected,1.5513606186619975,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-0.02333333333333333,-87247.09182032562,195922403.71231934,200831540.9868115,4909137.274492145,2.4444055203532624
28_GA_China_Demand,GA,Short,2022-03-11 10:00:00,2022-03-11 16:10:00,-6.6,TimeExit,10,0,75,70,0.0001,2.0,0.0002,51049.10000000003,51057.40000000003,8.30000000000291,177.1,284.1,113.6,34.657,2022-03-11,China_Demand,33.129,Rejected,1.0461227323493012,2022-03-07 06:00:00,Rejected_H1_ATR_P70,186958053.90069777,3739161.0780139556,-0.088,-329046.17486522807,195593357.53745413,200831540.9868115,5238183.449357361,2.608247401587856
20_EA_1A_MonTue_Short,EA,Short,2022-03-14 10:01:00,2022-03-14 15:06:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,50877.200000000026,51057.40000000003,180.2000000000044,78.5,65.5,65.5,37.171,2022-03-14,EA_Rev4,27.414,Rejected,1.3559130371343109,2022-03-14 06:00:00,Rejected_H1_ATR_P70,195593357.5374539,3911867.150749078,-1.0,-3911867.150749078,191681490.38670504,200831540.9868115,9150050.600106448,4.556082453556101
27_EA_China_Demand,EA,Short,2022-03-14 10:00:00,2022-03-14 15:30:00,-60.0,SL,10,0,60,60,0.0001,1.5,0.00015,50777.200000000026,51057.40000000003,280.2000000000044,78.5,65.5,65.5,37.171,2022-03-14,China_Demand,27.414,Rejected,1.3559130371343109,2022-03-14 06:00:00,Rejected_H1_ATR_P70,195593357.5374539,3911867.150749078,-1.0,-3911867.150749078,187769623.23595595,200831540.9868115,13061917.750855535,6.503917505524346
