Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio
27_EA_China_Demand,EA,Short,2015-03-10 10:00:00,2015-03-10 15:50:00,8.1,TimeExit,10,0,60,60,0.0001,1.5,0.00015,1705.8000000000004,1738.8000000000004,33.0,70.0,89.5,87.5,22.286,2015-03-10,China_Demand,27.414,Accepted,0.8129422922594295
28_GA_China_Demand,GA,Short,2015-03-10 10:00:00,2015-03-10 16:10:00,-44.1,TimeExit,10,0,75,70,0.0001,2.0,0.0002,1669.7000000000005,1738.8000000000004,69.09999999999991,106.6,187.3,156.8,30.157,2015-03-10,China_Demand,33.129,Accepted,0.9102900781792388
20_EA_1A_MonTue_Short,EA,Short,2015-03-10 10:01:00,2015-03-10 16:00:00,8.0,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1713.8000000000004,1738.8000000000004,25.0,70.0,89.5,87.5,22.286,2015-03-10,EA_Rev4,27.414,Accepted,0.8129422922594295
26_AJ_China_Demand,AJ,Long,2015-03-13 10:00:00,2015-03-13 15:50:00,-18.1,TimeExit,10,0,45,80,0.01,1.5,0.015,1841.7000000000007,1930.9000000000003,89.19999999999982,162.4,146.7,40.5,19.571,2015-03-13,China_Demand,19.679,Accepted,0.9945119162559075
10_AJ_SatA,AJ,Short,2015-03-13 10:58:00,2015-03-13 13:02:00,25.0,TP,10,58,50,25,0.01,1.5,0.015,1859.8000000000009,1930.9000000000003,71.09999999999991,162.4,146.7,40.5,19.571,2015-03-13,CrossJPY_16,19.679,Accepted,0.9945119162559075
11_AJ_SatB,AJ,Short,2015-03-13 18:57:00,2015-03-14 01:43:00,54.3,TimeExit,18,57,55,95,0.01,1.5,0.015,2168.900000000001,2168.900000000001,0.0,162.4,73.0,55.7,15.986,2015-03-13,CrossJPY_16,19.679,Accepted,0.8123380253061641
23_GA_F_2,GA,Short,2015-03-13 19:42:00,2015-03-13 22:45:00,101.7,TimeExit,19,42,90,200,0.0001,2.0,0.0002,1910.700000000001,1930.9000000000003,20.19999999999959,399.2,233.6,117.2,33.129,2015-03-13,GA,33.129,Accepted,1.0
6_GJ_Old_Mon,GJ,Long,2015-03-16 15:45:00,2015-03-16 22:50:00,26.4,TimeExit,15,45,50,210,0.01,2.0,0.02,2278.1000000000013,2278.1000000000013,0.0,86.6,39.5,39.5,24.936,2015-03-16,CrossJPY_16,31.189,Accepted,0.7995126486902433
7_GJ_Mon_Blitz,GJ,Long,2015-03-16 18:02:00,2015-03-16 23:02:00,2.6,TimeExit,18,2,130,250,0.01,2.0,0.02,2420.700000000001,2420.700000000001,0.0,86.6,70.3,70.3,24.179,2015-03-16,CrossJPY_16,31.189,Accepted,0.7752412709609157
4_GJ_Port_Log1,GJ,Long,2015-03-17 00:00:00,2015-03-17 02:01:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,2420.700000000001,2420.700000000001,0.0,76.1,76.1,,24.871,2015-03-17,CrossJPY_16,31.189,Accepted,0.7974285805893103
18_EA_2_MonWed_Short,EA,Short,2015-03-17 09:59:00,2015-03-17 23:07:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,2538.6000000000013,2628.6000000000013,90.0,110.4,137.5,64.7,24.886,2015-03-17,EA_Rev4,27.414,Accepted,0.907784343765959
20_EA_1A_MonTue_Short,EA,Short,2015-03-17 10:01:00,2015-03-17 16:00:00,17.4,TimeExit,10,1,50,125,0.0001,1.5,0.00015,2628.6000000000013,2628.6000000000013,0.0,110.4,137.5,64.7,25.357,2015-03-17,EA_Rev4,27.414,Accepted,0.9249653461734879
4_GJ_Port_Log1,GJ,Long,2015-03-18 00:00:00,2015-03-18 08:55:00,-4.7,TimeExit,0,0,130,90,0.01,2.0,0.02,2533.900000000001,2628.6000000000013,94.69999999999982,166.0,166.0,,29.243,2015-03-18,CrossJPY_16,31.189,Accepted,0.9376062073166821
1_EJ_Log1,EJ,Long,2015-03-18 13:55:00,2015-03-19 04:55:00,147.1,TimeExit,13,55,70,250,0.01,1.0,0.01,2681.0000000000014,2681.0000000000014,0.0,107.1,107.1,38.0,17.414,2015-03-18,CrossJPY_16,23.232,Accepted,0.7495695592286502
12_UJ_Short_Core,UJ,Short,2015-03-20 09:55:00,2015-03-20 14:56:00,0.5,TimeExit,9,55,20,50,0.01,0.5,0.005,2728.300000000001,2761.0000000000014,32.70000000000027,180.0,132.9,33.2,16.036,2015-03-20,CrossJPY_16,19.629,Accepted,0.8169545060879312
10_AJ_SatA,AJ,Short,2015-03-20 10:58:00,2015-03-20 13:51:00,-5.9,TimeExit,10,58,50,25,0.01,1.5,0.015,2727.800000000001,2761.0000000000014,33.20000000000027,167.2,135.0,62.1,17.829,2015-03-20,CrossJPY_16,19.679,Accepted,0.9059911580873012
23_GA_F_2,GA,Short,2015-03-20 19:42:00,2015-03-20 22:45:00,-28.3,TimeExit,19,42,90,200,0.0001,2.0,0.0002,2610.000000000001,2761.0000000000014,151.00000000000043,318.2,282.5,172.5,30.786,2015-03-20,GA,33.129,Accepted,0.9292764647287876
7_GJ_Mon_Blitz,GJ,Long,2015-03-23 18:02:00,2015-03-23 23:02:00,13.2,TimeExit,18,2,130,250,0.01,2.0,0.02,2621.000000000001,2761.0000000000014,140.00000000000043,94.6,143.0,143.0,29.679,2015-03-23,CrossJPY_16,31.189,Accepted,0.9515854948860174
17_EA_1B_Wed_Short,EA,Short,2015-03-25 09:59:00,2015-03-25 20:01:00,-70.0,SL,9,59,70,175,0.0001,1.5,0.00015,2759.000000000001,2950.1000000000013,191.1000000000004,116.7,117.5,54.1,26.386,2015-03-25,EA_Rev4,27.414,Accepted,0.9625009119428029
18_EA_2_MonWed_Short,EA,Short,2015-03-25 09:59:00,2015-03-25 23:38:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,2631.600000000001,2950.1000000000013,318.50000000000045,116.7,117.5,54.1,26.386,2015-03-25,EA_Rev4,27.414,Accepted,0.9625009119428029
13_UJ_Fix_MidWeek,UJ,Long,2015-03-25 18:04:00,2015-03-25 22:03:00,-37.4,TimeExit,18,4,95,95,0.01,0.5,0.005,2721.600000000001,2950.1000000000013,228.50000000000043,67.4,76.1,42.3,9.643,2015-03-25,CrossJPY_16,19.629,Accepted,0.4912629273014417
2_EJ_NightBlitz_20,EJ,Long,2015-03-25 20:56:00,2015-03-26 04:45:00,-24.1,TimeExit,20,56,45,70,0.01,1.0,0.01,2607.500000000001,2950.1000000000013,342.6000000000004,115.8,115.8,87.3,20.764,2015-03-25,CrossJPY_16,23.232,Accepted,0.893767217630854
19_EA_3_WedThu_Long,EA,Long,2015-03-25 20:56:00,2015-03-26 10:00:00,48.7,TimeExit,20,56,90,999,0.0001,1.5,0.00015,2634.000000000001,2950.1000000000013,316.1000000000004,116.7,122.1,122.1,18.814,2015-03-25,EA_Rev4,27.414,Accepted,0.6862916757860946
3_EJ_NightBlitz_21,EJ,Long,2015-03-25 21:56:00,2015-03-26 05:27:00,-22.2,TimeExit,21,56,75,70,0.01,1.0,0.01,2585.300000000001,2950.1000000000013,364.8000000000002,115.8,106.1,87.3,21.6,2015-03-25,CrossJPY_16,23.232,Accepted,0.9297520661157026
12_UJ_Short_Core,UJ,Short,2015-03-26 08:04:00,2015-03-26 14:56:00,62.3,TimeExit,8,4,50,999,0.01,0.5,0.005,2696.300000000001,2950.1000000000013,253.80000000000013,74.7,59.0,33.6,15.829,2015-03-26,CrossJPY_16,19.629,Accepted,0.8064088848132864
5_GJ_Port_Log2,GJ,Short,2015-03-26 09:55:00,2015-03-26 23:55:00,111.9,TimeExit,9,55,90,999,0.01,2.0,0.02,2769.900000000001,2950.1000000000013,180.20000000000027,87.3,82.9,52.5,26.921,2015-03-26,CrossJPY_16,31.189,Accepted,0.863156882234121
22_GA_C_2,GA,Long,2015-03-26 16:56:00,2015-03-26 23:04:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,2658.000000000001,2950.1000000000013,292.1000000000004,112.6,213.0,142.5,31.486,2015-03-26,GA,33.129,Accepted,0.9504059887107973
13_UJ_Fix_MidWeek,UJ,Long,2015-03-26 18:04:00,2015-03-26 22:03:00,39.7,TimeExit,18,4,95,95,0.01,0.5,0.005,2728.000000000001,2950.1000000000013,222.1000000000004,74.7,133.2,132.4,18.057,2015-03-26,CrossJPY_16,19.629,Accepted,0.9199144123490752
19_EA_3_WedThu_Long,EA,Long,2015-03-26 20:56:00,2015-03-27 06:23:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,2679.900000000001,2950.1000000000013,270.2000000000003,126.0,167.3,116.0,26.457,2015-03-26,EA_Rev4,27.414,Accepted,0.9650908295031735
10_AJ_SatA,AJ,Short,2015-03-27 10:58:00,2015-03-27 13:51:00,2.5,TimeExit,10,58,50,25,0.01,1.5,0.015,2682.400000000001,2950.1000000000013,267.7000000000003,117.1,71.3,48.6,14.664,2015-03-27,CrossJPY_16,19.679,Accepted,0.7451598150312516
11_AJ_SatB,AJ,Short,2015-03-27 18:57:00,2015-03-28 01:43:00,47.5,TimeExit,18,57,55,95,0.01,1.5,0.015,2675.100000000001,2950.1000000000013,275.00000000000045,117.1,68.6,64.2,16.236,2015-03-27,CrossJPY_16,19.679,Accepted,0.8250419228619341
12_UJ_Short_Core,UJ,Short,2015-03-30 09:55:00,2015-03-30 14:56:00,7.4,TimeExit,9,55,20,50,0.01,0.5,0.005,2741.000000000001,2950.1000000000013,209.1000000000004,28.4,21.6,21.6,15.529,2015-03-30,CrossJPY_16,19.629,Accepted,0.7911253757195985
6_GJ_Old_Mon,GJ,Long,2015-03-30 15:45:00,2015-03-30 22:50:00,51.0,TimeExit,15,45,50,210,0.01,2.0,0.02,2727.300000000001,2950.1000000000013,222.80000000000013,61.9,102.6,102.6,28.729,2015-03-30,CrossJPY_16,31.189,Accepted,0.9211260380262272
2_EJ_NightBlitz_20,EJ,Long,2015-03-30 20:56:00,2015-03-31 04:45:00,-0.2,TimeExit,20,56,45,70,0.01,1.0,0.01,2690.5000000000014,2950.1000000000013,259.5999999999999,98.4,85.7,85.7,22.921,2015-03-30,CrossJPY_16,23.232,Accepted,0.9866132920110193
5_GJ_Port_Log2,GJ,Short,2015-03-31 09:55:00,2015-03-31 23:55:00,4.4,TimeExit,9,55,90,999,0.01,2.0,0.02,2728.300000000002,2950.1000000000013,221.79999999999927,128.5,152.5,64.1,29.614,2015-03-31,CrossJPY_16,31.189,Accepted,0.9495014267850845
25_AU_China_Demand,AU,Long,2015-03-31 10:00:00,2015-03-31 12:59:00,-40.0,SL,10,0,40,40,0.0001,1.5,0.00015,2723.900000000002,2950.1000000000013,226.19999999999936,110.2,106.2,30.6,15.179,2015-03-31,China_Demand,15.267,Accepted,0.9942359337132377
5_GJ_Port_Log2,GJ,Short,2015-04-02 09:55:00,2015-04-02 23:55:00,-13.3,TimeExit,9,55,90,999,0.01,2.0,0.02,2586.800000000002,2950.1000000000013,363.2999999999993,165.0,165.0,43.0,30.9,2015-04-02,CrossJPY_16,31.189,Accepted,0.9907339125973901
9_AJ_Core2,AJ,Short,2015-04-02 17:14:00,2015-04-03 01:14:00,17.8,TimeExit,17,14,30,80,0.01,1.5,0.015,2604.600000000002,2950.1000000000013,345.4999999999991,70.9,87.8,75.4,16.936,2015-04-02,CrossJPY_16,19.679,Accepted,0.8606128360180905
1_EJ_Log1,EJ,Long,2015-04-06 13:55:00,2015-04-07 04:55:00,2.9,TimeExit,13,55,70,250,0.01,1.0,0.01,2657.8000000000025,2950.1000000000013,292.2999999999988,44.7,32.1,32.1,19.186,2015-04-06,CrossJPY_16,23.232,Accepted,0.8258436639118457
6_GJ_Old_Mon,GJ,Long,2015-04-06 15:45:00,2015-04-06 22:50:00,42.8,TimeExit,15,45,50,210,0.01,2.0,0.02,2677.0000000000023,2950.1000000000013,273.099999999999,36.2,59.7,59.7,21.336,2015-04-06,CrossJPY_16,31.189,Accepted,0.6840873384847221
7_GJ_Mon_Blitz,GJ,Long,2015-04-06 18:02:00,2015-04-06 23:02:00,22.9,TimeExit,18,2,130,250,0.01,2.0,0.02,2699.9000000000024,2950.1000000000013,250.1999999999989,36.2,68.9,68.9,20.129,2015-04-06,CrossJPY_16,31.189,Accepted,0.6453877969797044
2_EJ_NightBlitz_20,EJ,Long,2015-04-06 20:56:00,2015-04-07 04:06:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,2654.9000000000024,2950.1000000000013,295.1999999999989,44.7,43.6,43.6,15.771,2015-04-06,CrossJPY_16,23.232,Accepted,0.6788481404958678
21_GA_B_3,GA,Long,2015-04-06 21:02:00,2015-04-07 10:00:00,67.1,TimeExit,21,2,220,100,0.0001,2.0,0.0002,2653.4000000000024,2950.1000000000013,296.6999999999989,77.6,114.7,114.7,30.679,2015-04-06,GA,33.129,Accepted,0.926046666062966
3_EJ_NightBlitz_21,EJ,Long,2015-04-06 21:56:00,2015-04-07 05:27:00,-32.0,TimeExit,21,56,75,70,0.01,1.0,0.01,2617.4000000000024,2950.1000000000013,332.6999999999989,44.7,56.6,56.6,13.514,2015-04-06,CrossJPY_16,23.232,Accepted,0.5816976584022039
4_GJ_Port_Log1,GJ,Long,2015-04-07 00:00:00,2015-04-07 08:55:00,-31.1,TimeExit,0,0,130,90,0.01,2.0,0.02,2586.3000000000025,2950.1000000000013,363.7999999999988,103.2,103.2,,18.243,2015-04-07,CrossJPY_16,31.189,Accepted,0.5849177594664785
5_GJ_Port_Log2,GJ,Short,2015-04-07 09:55:00,2015-04-07 17:30:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,2563.4000000000024,2950.1000000000013,386.6999999999989,103.2,79.0,63.7,21.307,2015-04-07,CrossJPY_16,31.189,Accepted,0.6831575234858444
17_EA_1B_Wed_Short,EA,Short,2015-04-08 09:59:00,2015-04-08 20:58:00,88.5,TimeExit,9,59,70,175,0.0001,1.5,0.00015,2586.5000000000023,2950.1000000000013,363.599999999999,305.1,295.9,67.8,24.143,2015-04-08,EA_Rev4,27.414,Accepted,0.8806814036623622
18_EA_2_MonWed_Short,EA,Short,2015-04-08 09:59:00,2015-04-09 05:26:00,137.0,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2676.200000000002,2950.1000000000013,273.8999999999992,305.1,295.9,67.8,24.143,2015-04-08,EA_Rev4,27.414,Accepted,0.8806814036623622
1_EJ_Log1,EJ,Long,2015-04-08 13:55:00,2015-04-09 04:55:00,-47.3,TimeExit,13,55,70,250,0.01,1.0,0.01,2539.200000000002,2950.1000000000013,410.8999999999992,120.6,114.2,87.3,18.8,2015-04-08,CrossJPY_16,23.232,Accepted,0.8092286501377411
19_EA_3_WedThu_Long,EA,Long,2015-04-08 20:56:00,2015-04-09 10:00:00,-40.4,TimeExit,20,56,90,999,0.0001,1.5,0.00015,2635.800000000002,2950.1000000000013,314.2999999999993,305.1,153.0,141.6,23.064,2015-04-08,EA_Rev4,27.414,Accepted,0.8413219522871525
26_AJ_China_Demand,AJ,Long,2015-04-09 10:00:00,2015-04-09 15:50:00,23.9,TimeExit,10,0,45,80,0.01,1.5,0.015,2659.700000000002,2950.1000000000013,290.3999999999992,76.7,78.8,44.1,19.393,2015-04-09,China_Demand,19.679,Accepted,0.9854667411961991
27_EA_China_Demand,EA,Short,2015-04-09 10:00:00,2015-04-09 15:50:00,39.8,TimeExit,10,0,60,60,0.0001,1.5,0.00015,2723.100000000002,2950.1000000000013,226.9999999999991,194.0,171.5,44.8,22.236,2015-04-09,China_Demand,27.414,Accepted,0.8111184066535346
9_AJ_Core2,AJ,Short,2015-04-09 17:14:00,2015-04-09 19:40:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,2693.100000000002,2950.1000000000013,256.9999999999991,76.7,51.0,51.0,16.929,2015-04-09,CrossJPY_16,19.679,Accepted,0.8602571268865288
19_EA_3_WedThu_Long,EA,Long,2015-04-09 20:56:00,2015-04-10 09:46:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,2603.100000000002,2950.1000000000013,346.9999999999991,194.0,198.9,159.6,24.9,2015-04-09,EA_Rev4,27.414,Accepted,0.9082950317356094
16_UJ_T10A,UJ,Long,2015-04-10 02:58:00,2015-04-10 09:50:00,-5.7,TimeExit,2,58,45,110,0.01,0.5,0.005,2597.4000000000024,2950.1000000000013,352.6999999999989,57.4,77.2,32.0,15.764,2015-04-10,CrossJPY_16,19.629,Accepted,0.8030974578429874
5_GJ_Port_Log2,GJ,Short,2015-04-10 09:55:00,2015-04-10 23:55:00,114.1,TimeExit,9,55,90,999,0.01,2.0,0.02,2603.600000000002,2950.1000000000013,346.49999999999864,188.5,197.6,45.9,23.664,2015-04-10,CrossJPY_16,31.189,Accepted,0.7587290390842926
25_AU_China_Demand,AU,Long,2015-04-10 10:00:00,2015-04-10 15:50:00,-24.4,TimeExit,10,0,40,40,0.0001,1.5,0.00015,2588.600000000002,2950.1000000000013,361.4999999999991,78.8,71.5,36.2,13.721,2015-04-10,China_Demand,15.267,Accepted,0.8987358354621079
26_AJ_China_Demand,AJ,Long,2015-04-10 10:00:00,2015-04-10 15:50:00,-27.6,TimeExit,10,0,45,80,0.01,1.5,0.015,2561.0000000000023,2950.1000000000013,389.099999999999,68.6,77.0,40.0,14.35,2015-04-10,China_Demand,19.679,Accepted,0.7292037197012043
27_EA_China_Demand,EA,Short,2015-04-10 10:00:00,2015-04-10 15:50:00,-24.7,TimeExit,10,0,60,60,0.0001,1.5,0.00015,2536.3000000000025,2950.1000000000013,413.7999999999988,182.5,211.5,47.0,21.329,2015-04-10,China_Demand,27.414,Accepted,0.778033121762603
28_GA_China_Demand,GA,Short,2015-04-10 10:00:00,2015-04-10 16:10:00,-56.1,TimeExit,10,0,75,70,0.0001,2.0,0.0002,2480.2000000000025,2950.1000000000013,469.8999999999987,265.2,303.6,92.5,29.114,2015-04-10,China_Demand,33.129,Accepted,0.8788070874460443
10_AJ_SatA,AJ,Short,2015-04-10 10:58:00,2015-04-10 13:51:00,15.6,TimeExit,10,58,50,25,0.01,1.5,0.015,2613.0000000000023,2950.1000000000013,337.099999999999,68.6,68.4,44.0,14.35,2015-04-10,CrossJPY_16,19.679,Accepted,0.7292037197012043
11_AJ_SatB,AJ,Short,2015-04-10 18:57:00,2015-04-11 01:43:00,5.9,TimeExit,18,57,55,95,0.01,1.5,0.015,2609.5000000000027,2950.1000000000013,340.59999999999854,68.6,77.0,77.0,15.257,2015-04-10,CrossJPY_16,19.679,Accepted,0.7752934600335384
8_AJ_Core1,AJ,Long,2015-04-13 08:01:00,2015-04-13 11:25:00,-70.0,SL,8,1,70,110,0.01,1.5,0.015,2275.600000000002,2950.1000000000013,674.4999999999986,27.1,16.1,16.1,16.386,2015-04-13,CrossJPY_16,19.679,Accepted,0.8326642613953962
26_AJ_China_Demand,AJ,Long,2015-04-13 10:00:00,2015-04-13 11:07:00,-45.0,SL,10,0,45,80,0.01,1.5,0.015,2520.600000000002,2950.1000000000013,429.4999999999986,27.1,39.3,39.3,16.536,2015-04-13,China_Demand,19.679,Accepted,0.8402865999288583
1_EJ_Log1,EJ,Long,2015-04-13 13:55:00,2015-04-13 21:40:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,2070.600000000002,2950.1000000000013,879.4999999999986,55.7,30.9,30.9,20.043,2015-04-13,CrossJPY_16,23.232,Accepted,0.8627324380165289
6_GJ_Old_Mon,GJ,Long,2015-04-13 15:45:00,2015-04-13 22:50:00,45.8,TimeExit,15,45,50,210,0.01,2.0,0.02,2116.400000000003,2950.1000000000013,833.6999999999985,52.0,62.2,62.2,21.464,2015-04-13,CrossJPY_16,31.189,Accepted,0.6881913495142518
7_GJ_Mon_Blitz,GJ,Long,2015-04-13 18:02:00,2015-04-13 23:02:00,-30.3,TimeExit,18,2,130,250,0.01,2.0,0.02,2086.100000000002,2950.1000000000013,863.9999999999986,52.0,87.0,87.0,24.643,2015-04-13,CrossJPY_16,31.189,Accepted,0.7901183109429607
2_EJ_NightBlitz_20,EJ,Long,2015-04-13 20:56:00,2015-04-13 21:40:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,2140.600000000002,2950.1000000000013,809.4999999999986,55.7,85.4,85.4,22.564,2015-04-13,CrossJPY_16,23.232,Accepted,0.9712465564738292
3_EJ_NightBlitz_21,EJ,Long,2015-04-13 21:56:00,2015-04-14 05:27:00,16.2,TimeExit,21,56,75,70,0.01,1.0,0.01,2102.3000000000025,2950.1000000000013,847.7999999999988,55.7,132.1,132.1,22.879,2015-04-13,CrossJPY_16,23.232,Accepted,0.9848054407713499
18_EA_2_MonWed_Short,EA,Short,2015-04-14 09:59:00,2015-04-14 22:01:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,1975.700000000002,2950.1000000000013,974.3999999999992,184.8,154.6,78.7,23.871,2015-04-14,EA_Rev4,27.414,Accepted,0.8707594659662945
26_AJ_China_Demand,AJ,Long,2015-04-14 10:00:00,2015-04-14 15:36:00,-45.0,SL,10,0,45,80,0.01,1.5,0.015,2062.5000000000023,2950.1000000000013,887.599999999999,149.2,133.2,24.1,17.214,2015-04-14,China_Demand,19.679,Accepted,0.8747395701001067
27_EA_China_Demand,EA,Short,2015-04-14 10:00:00,2015-04-14 15:50:00,18.2,TimeExit,10,0,60,60,0.0001,1.5,0.00015,2061.800000000002,2950.1000000000013,888.2999999999993,184.8,154.6,78.7,24.357,2015-04-14,China_Demand,27.414,Accepted,0.888487634055592
28_GA_China_Demand,GA,Short,2015-04-14 10:00:00,2015-04-14 16:10:00,-18.1,TimeExit,10,0,75,70,0.0001,2.0,0.0002,2065.700000000002,2950.1000000000013,884.3999999999992,312.9,278.8,80.9,30.879,2015-04-14,China_Demand,33.129,Accepted,0.9320836729149689
20_EA_1A_MonTue_Short,EA,Short,2015-04-14 10:01:00,2015-04-14 16:00:00,22.0,TimeExit,10,1,50,125,0.0001,1.5,0.00015,2083.800000000002,2950.1000000000013,866.2999999999993,184.8,154.6,78.7,24.357,2015-04-14,EA_Rev4,27.414,Accepted,0.888487634055592
26_AJ_China_Demand,AJ,Long,2015-04-15 10:00:00,2015-04-15 15:50:00,-4.2,TimeExit,10,0,45,80,0.01,1.5,0.015,2029.500000000002,2950.1000000000013,920.5999999999992,91.5,91.5,36.3,15.871,2015-04-15,China_Demand,19.679,Accepted,0.8064942324305098
12_UJ_Short_Core,UJ,Short,2015-04-20 09:55:00,2015-04-20 14:56:00,27.4,TimeExit,9,55,20,50,0.01,0.5,0.005,1985.700000000002,2950.1000000000013,964.3999999999992,34.4,24.5,24.5,18.0,2015-04-20,CrossJPY_16,19.629,Accepted,0.9170105456212746
1_EJ_Log1,EJ,Long,2015-04-20 13:55:00,2015-04-21 04:55:00,-5.9,TimeExit,13,55,70,250,0.01,1.0,0.01,2055.400000000002,2950.1000000000013,894.6999999999994,46.0,75.7,75.7,21.871,2015-04-20,CrossJPY_16,23.232,Accepted,0.9414170110192838
6_GJ_Old_Mon,GJ,Long,2015-04-20 15:45:00,2015-04-20 22:50:00,-4.2,TimeExit,15,45,50,210,0.01,2.0,0.02,1971.600000000002,2950.1000000000013,978.4999999999992,59.5,92.3,92.3,23.636,2015-04-20,CrossJPY_16,31.189,Accepted,0.757831286671583
7_GJ_Mon_Blitz,GJ,Long,2015-04-20 18:02:00,2015-04-20 23:02:00,9.7,TimeExit,18,2,130,250,0.01,2.0,0.02,1981.300000000002,2950.1000000000013,968.7999999999992,59.5,100.6,100.6,26.564,2015-04-20,CrossJPY_16,31.189,Accepted,0.8517105389720735
21_GA_B_3,GA,Long,2015-04-20 21:02:00,2015-04-20 23:10:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,2081.300000000002,2950.1000000000013,868.7999999999993,65.7,116.4,116.4,32.643,2015-04-20,GA,33.129,Accepted,0.9853300733496333
4_GJ_Port_Log1,GJ,Long,2015-04-21 00:00:00,2015-04-21 08:55:00,-18.7,TimeExit,0,0,130,90,0.01,2.0,0.02,2058.100000000002,2950.1000000000013,891.9999999999991,100.6,100.6,,31.179,2015-04-21,CrossJPY_16,31.189,Accepted,0.999679374138318
5_GJ_Port_Log2,GJ,Short,2015-04-21 09:55:00,2015-04-21 23:55:00,-68.8,TimeExit,9,55,90,999,0.01,2.0,0.02,2045.400000000002,2950.1000000000013,904.6999999999992,100.6,100.6,42.8,22.579,2015-04-21,CrossJPY_16,31.189,Accepted,0.7239411330917952
18_EA_2_MonWed_Short,EA,Short,2015-04-21 09:59:00,2015-04-22 05:26:00,11.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2056.600000000002,2950.1000000000013,893.4999999999991,156.8,173.4,57.0,25.207,2015-04-21,EA_Rev4,27.414,Accepted,0.9194936893558036
20_EA_1A_MonTue_Short,EA,Short,2015-04-21 10:01:00,2015-04-21 16:00:00,56.1,TimeExit,10,1,50,125,0.0001,1.5,0.00015,2114.200000000002,2950.1000000000013,835.8999999999992,156.8,173.4,57.0,25.679,2015-04-21,EA_Rev4,27.414,Accepted,0.9367111694754504
4_GJ_Port_Log1,GJ,Long,2015-04-22 00:00:00,2015-04-22 08:55:00,17.7,TimeExit,0,0,130,90,0.01,2.0,0.02,2074.300000000002,2950.1000000000013,875.7999999999993,102.0,102.0,,27.264,2015-04-22,CrossJPY_16,31.189,Accepted,0.8741543492898137
1_EJ_Log1,EJ,Long,2015-04-22 13:55:00,2015-04-23 04:55:00,27.6,TimeExit,13,55,70,250,0.01,1.0,0.01,2056.900000000002,2950.1000000000013,893.1999999999994,101.6,131.7,49.3,18.857,2015-04-22,CrossJPY_16,23.232,Accepted,0.8116821625344353
2_EJ_NightBlitz_20,EJ,Long,2015-04-22 20:56:00,2015-04-22 21:50:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,2029.300000000002,2950.1000000000013,920.7999999999992,101.6,126.0,73.3,21.936,2015-04-22,CrossJPY_16,23.232,Accepted,0.9442148760330579
3_EJ_NightBlitz_21,EJ,Long,2015-04-22 21:56:00,2015-04-23 05:27:00,30.3,TimeExit,21,56,75,70,0.01,1.0,0.01,2087.200000000002,2950.1000000000013,862.8999999999992,101.6,109.6,78.2,22.85,2015-04-22,CrossJPY_16,23.232,Accepted,0.9835571625344354
12_UJ_Short_Core,UJ,Short,2015-04-23 08:04:00,2015-04-23 14:56:00,11.7,TimeExit,8,4,50,999,0.01,0.5,0.005,2098.900000000002,2950.1000000000013,851.1999999999994,55.3,66.1,20.9,11.364,2015-04-23,CrossJPY_16,19.629,Accepted,0.5789393244688981
5_GJ_Port_Log2,GJ,Short,2015-04-23 09:55:00,2015-04-23 23:55:00,20.2,TimeExit,9,55,90,999,0.01,2.0,0.02,2089.1000000000017,2950.1000000000013,860.9999999999995,188.6,199.6,44.8,24.686,2015-04-23,CrossJPY_16,31.189,Accepted,0.7914970021481933
22_GA_C_2,GA,Long,2015-04-23 16:56:00,2015-04-24 01:15:00,-44.0,TimeExit,16,56,70,80,0.0001,2.0,0.0002,2045.1000000000013,2950.1000000000013,904.9999999999995,183.2,248.8,120.8,32.7,2015-04-23,GA,33.129,Accepted,0.9870506203024542
9_AJ_Core2,AJ,Short,2015-04-23 17:14:00,2015-04-23 23:42:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,2068.900000000002,2950.1000000000013,881.1999999999994,101.7,62.8,62.8,18.279,2015-04-23,CrossJPY_16,19.679,Accepted,0.9288581736876874
