Period,Method,Scope,ScopeType,StrategyNo,Strategy,Group,Aggregation,Eligible,EligibleStrategies,EligibleIDs,PrespecifiedSubgroup,Support,Quintile,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,LOW_SAMPLE
FULL,primary,14,Strategy,14.0,14_UJ_Sat_3rd,,trade_weighted,False,0,,False,LOW_SAMPLE,Q4,11.0,3.953333333,0.35939393936363634,3.5597122290792402,63.63636363636363,0.7853968254285715,-0.38611111125,True
FULL,primary,14,Strategy,14.0,14_UJ_Sat_3rd,,trade_weighted,False,0,,False,LOW_SAMPLE,Q5,11.0,6.808888892,0.6189898992727273,6.55072464323409,63.63636363636363,1.1479365082857143,-0.3066666665,True
FULL,primary,15,Strategy,15.0,15_UJ_Sat_Aug,,trade_weighted,False,0,,False,LOW_SAMPLE,Q1,7.0,0.5449999999999999,0.07785714285714285,1.165151515151515,42.857142857142854,1.2816666666666665,-0.825,True
FULL,primary,15,Strategy,15.0,15_UJ_Sat_Aug,,trade_weighted,False,0,,False,LOW_SAMPLE,Q2,13.0,2.6500000000000004,0.20384615384615387,1.4976525821596243,53.84615384615385,1.1392857142857142,-0.8875000000000001,True
FULL,primary,15,Strategy,15.0,15_UJ_Sat_Aug,,trade_weighted,False,0,,False,LOW_SAMPLE,Q3,10.0,0.79,0.079,1.1504761904761904,40.0,1.51,-0.875,True
FULL,primary,15,Strategy,15.0,15_UJ_Sat_Aug,,trade_weighted,False,0,,False,LOW_SAMPLE,Q4,13.0,9.184999999999999,0.7065384615384614,3.681751824817518,69.23076923076923,1.401111111111111,-0.85625,True
FULL,primary,15,Strategy,15.0,15_UJ_Sat_Aug,,trade_weighted,False,0,,False,LOW_SAMPLE,Q5,22.0,8.405,0.3820454545454545,1.8148327678138634,50.0,1.7018181818181817,-0.9377272727272726,False
FULL,primary,16,Strategy,16.0,16_UJ_T10A,,trade_weighted,False,0,,False,LOW_SAMPLE,Q1,14.0,2.0333333329999994,0.14523809521428568,2.2887323939734174,71.42857142857143,0.36111111109999994,-0.39444444450000005,True
FULL,primary,16,Strategy,16.0,16_UJ_T10A,,trade_weighted,False,0,,False,LOW_SAMPLE,Q2,9.0,2.631111111,0.292345679,5.1111111109375,77.77777777777779,0.46730158728571425,-0.31999999999999995,True
FULL,primary,16,Strategy,16.0,16_UJ_T10A,,trade_weighted,False,0,,False,LOW_SAMPLE,Q3,10.0,-1.782222221,-0.1782222221,0.4577417176384872,50.0,0.300888889,-0.6573333332,True
FULL,primary,16,Strategy,16.0,16_UJ_T10A,,trade_weighted,False,0,,False,LOW_SAMPLE,Q4,9.0,3.8577777780000004,0.42864197533333337,7.222222222580645,88.88888888888889,0.55972222225,-0.62,True
FULL,primary,16,Strategy,16.0,16_UJ_T10A,,trade_weighted,False,0,,False,LOW_SAMPLE,Q5,12.0,5.53111111,0.46092592583333336,4.354447438453204,50.0,1.1966666664999999,-0.2748148148333333,True
FULL,primary,17,Strategy,17.0,17_EA_1B_Wed_Short,,trade_weighted,True,1,17,False,NOT_SUPPORTED,Q1,105.0,20.458571429,0.1948435374190476,2.233505598626469,63.8095238095238,0.5528997867910448,-0.4364661654210526,False
FULL,primary,17,Strategy,17.0,17_EA_1B_Wed_Short,,trade_weighted,True,1,17,False,NOT_SUPPORTED,Q2,57.0,0.38571428400000046,0.0067669172631579025,1.02253568139385,47.368421052631575,0.6482010581851851,-0.5705238095666666,False
FULL,primary,17,Strategy,17.0,17_EA_1B_Wed_Short,,trade_weighted,True,1,17,False,NOT_SUPPORTED,Q3,60.0,13.484285714,0.22473809523333335,1.911980676229876,63.33333333333333,0.7439473684473684,-0.6720779221363636,False
FULL,primary,17,Strategy,17.0,17_EA_1B_Wed_Short,,trade_weighted,True,1,17,False,NOT_SUPPORTED,Q4,46.0,0.3185714260000007,0.006925465782608711,1.023241271308215,52.17391304347826,0.5844047617916667,-0.6230519480454545,False
FULL,primary,17,Strategy,17.0,17_EA_1B_Wed_Short,,trade_weighted,True,1,17,False,NOT_SUPPORTED,Q5,57.0,16.59857143,0.29120300754385964,2.17720364760122,63.1578947368421,0.8527380952500001,-0.6714285713809525,False
